pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,four_seam,curve_ball,cutter,unnamed_pitch,sinker,slider,changeup,two_seam,split_finger,knuckle_curve,forkball,eephus,pitch_out,screwball,knuckle_ball,strike,up_zone,mid_zone,down_zone,hit,swinging_strike,chapman,betances,britton,green,ottavino,id,pitch_count
SI,2018-08-10,94.6,0.6328,6.3693,Zach Britton,643396,502154,null,called_strike,5,null,R,R,L,NYY,TEX,S,null,null,1,0,2018,1.2326,0.4287,-0.1473,2.3967,null,null,null,1,9,Top,null,null,519222,180811_022752,-4.6752,-137.7114,-5.6445,16.4286,26.4969,-25.8979,3.2858,1.4338,null,null,null,94.293,1943,5.79,531155,502154,519222,595885,650402,609280,544369,458731,543305,572228,54.7085,null,null,null,null,null,null,null,80,2,Sinker,7,12,12,7,12,7,12,7,Standard,Standard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3748,12
SI,2018-08-10,95.4,0.7623,6.4574,Zach Britton,643396,502154,null,ball,14,null,R,R,L,NYY,TEX,B,null,null,0,0,2018,1.1107,0.4075,1.3315,2.1725,null,null,null,1,9,Top,null,null,519222,180811_022736,-0.9236,-138.8382,-6.5217,14.3351,27.7382,-25.901,3.3085,1.5251,null,null,null,94.805,1992,5.695,531155,502154,519222,595885,650402,609280,544369,458731,543305,572228,54.8031,null,null,null,null,null,null,null,80,1,Sinker,7,12,12,7,12,7,12,7,Standard,Standard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3749,13
SI,2018-08-10,95.2,0.7128,6.4364,Zach Britton,624636,502154,strikeout,foul_tip,14,Carlos Tocci strikes out on a foul tip.,R,R,L,NYY,TEX,S,2,null,1,2,2018,1.1782,0.5286,1.4506,1.4137,null,null,null,0,9,Top,null,null,519222,180811_022701,-0.6168,-138.4082,-8.6068,14.957,28.2409,-23.9965,3.467,1.589,null,null,null,94.222,2093,5.572,531155,502154,519222,595885,650402,609280,544369,458731,543305,572228,54.9258,null,null,0.00,1,0,0,null,79,4,Sinker,7,12,12,7,12,7,12,7,Standard,Standard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3750,14
SI,2018-08-10,94.8,0.7232,6.4906,Zach Britton,624636,502154,null,foul,9,null,R,R,L,NYY,TEX,S,null,null,1,1,2018,1.088,0.7219,0.4604,1.7491,null,null,null,0,9,Top,null,null,519222,180811_022635,-3.011,-137.7816,-8.2196,14.2218,28.2169,-21.6936,3.467,1.589,null,null,null,93.912,2132,5.658,531155,502154,519222,595885,650402,609280,544369,458731,543305,572228,54.8399,null,null,null,null,null,null,null,79,3,Sinker,7,12,12,7,12,7,12,7,Standard,Standard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3751,15
SI,2018-08-10,92.7,0.8081,6.4611,Zach Britton,624636,502154,null,called_strike,6,null,R,R,L,NYY,TEX,S,null,null,1,0,2018,1.3551,0.5265,0.4432,2.149,null,null,null,0,9,Top,null,null,519222,180811_022620,-3.7447,-134.8133,-6.3002,16.9199,26.5196,-24.8785,3.3085,1.5708,null,null,null,91.777,1918,5.553,531155,502154,519222,595885,650402,609280,544369,458731,543305,572228,54.9449,null,null,null,null,null,null,null,79,2,Sinker,7,12,12,7,12,7,12,7,Standard,Standard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3752,16
SI,2018-08-10,94.5,0.7359,6.4781,Zach Britton,624636,502154,null,ball,13,null,R,R,L,NYY,TEX,B,null,null,0,0,2018,0.8767,0.8191,-0.8798,1.6621,null,null,null,0,9,Top,null,null,519222,180811_022604,-6.0124,-137.2433,-8.5406,12.0719,27.4054,-20.5401,3.218,1.4795,null,null,null,93.524,2059,5.602,531155,502154,519222,595885,650402,609280,544369,458731,543305,572228,54.8956,null,null,null,null,null,null,null,79,1,Sinker,7,12,12,7,12,7,12,7,Standard,Standard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3753,17
FF,2018-08-10,95.6,-2.6648,5.9016,Chad Green,608597,643338,strikeout,swinging_strike,11,Ronald Guzman strikes out swinging.,R,L,R,NYY,TEX,S,2,null,1,2,2018,-0.3979,1.1684,-0.5079,4.2419,null,134181,null,2,8,Top,null,null,519222,180811_015910,6.6156,-139.1756,-1.4392,-6.6239,29.5294,-16.735,3.575,1.681,null,null,null,96.247,2412,6.512,531155,643338,519222,572228,650402,609280,544369,458731,543305,453203,53.9861,null,null,0.00,1,0,0,null,72,4,4-Seam Fastball,5,12,12,5,12,5,12,5,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,3765,1
FF,2018-08-10,97.7,-2.3045,6.1549,Chad Green,608597,643338,null,ball,11,null,R,L,R,NYY,TEX,B,null,null,0,2,2018,-0.4644,1.3451,-2.6049,2.7757,null,134181,null,2,8,Top,null,null,519222,180811_015854,0.2537,-142.2235,-6.7218,-6.366,30.0415,-12.6755,3.4441,1.6164,null,null,null,97.948,2426,6.23,531155,643338,519222,572228,650402,609280,544369,458731,543305,453203,54.2683,null,null,null,null,null,null,null,72,3,4-Seam Fastball,5,12,12,5,12,5,12,5,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3766,2
FF,2018-08-10,96.4,-2.2134,6.1672,Chad Green,608597,643338,null,foul,2,null,R,L,R,NYY,TEX,S,null,null,0,1,2018,-0.3915,1.356,-0.0753,3.0129,null,134181,null,2,8,Top,null,null,519222,180811_015829,6.5346,-140.2276,-5.8939,-6.4621,27.816,-13.3113,3.575,1.681,124,79.5,10,96.516,2404,6.1,531155,643338,519222,572228,650402,609280,544369,458731,543305,453203,54.3978,null,null,null,null,null,null,null,72,2,4-Seam Fastball,5,12,12,5,12,5,12,5,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3767,3
FS,2018-08-10,87.8,-1.9678,6.1425,Chad Green,608597,643338,null,foul,7,null,R,L,R,NYY,TEX,S,null,null,0,0,2018,-0.6729,0.5169,-0.4838,1.8119,null,134181,null,2,8,Top,null,null,519222,180811_015807,4.984,-127.8101,-5.5118,-8.3316,22.9707,-25.6605,3.575,1.681,87,62.8,11,88.34,1597,6.32,531155,643338,519222,572228,650402,609280,544369,458731,543305,453203,54.1782,null,null,null,null,null,null,null,72,1,Split Finger,5,12,12,5,12,5,12,5,Standard,Standard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3768,4
FS,2018-08-10,86.9,-1.8289,6.2199,Chad Green,595777,643338,field_out,hit_into_play,13,"Jurickson Profar grounds out, third baseman Miguel Andujar to first baseman Luke Voit.",R,L,R,NYY,TEX,X,5,ground_ball,0,2,2018,-1.0172,0.6294,-1.7088,2.2392,null,134181,null,1,8,Top,106.77,170.00,519222,180811_015729,2.3387,-126.558,-4.683,-11.336,23.282,-24.7701,3.371,1.535,6,76.0,-22,86.992,1796,6.08,531155,643338,519222,572228,650402,609280,544369,458731,543305,453203,54.4176,0.040,0.039,0.00,1,0,0,2,71,3,Split Finger,5,12,12,5,12,5,12,5,Standard,Standard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3769,5
FF,2018-08-10,96.1,-1.8243,6.2185,Chad Green,595777,643338,null,foul,6,null,R,L,R,NYY,TEX,S,null,null,0,1,2018,-0.3365,1.5058,0.3064,2.2902,null,134181,null,1,8,Top,null,null,519222,180811_015705,6.3952,-139.6465,-8.192,-5.8283,31.3283,-10.8922,3.371,1.535,171,67.0,59,95.983,2490,6.289,531155,643338,519222,572228,650402,609280,544369,458731,543305,453203,54.2096,null,null,null,null,null,null,null,71,2,4-Seam Fastball,5,12,12,5,12,5,12,5,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3770,6
FF,2018-08-10,97.1,-1.7691,6.2031,Chad Green,595777,643338,null,foul,9,null,R,L,R,NYY,TEX,S,null,null,0,0,2018,-0.4467,1.6353,0.2788,2.0301,null,134181,null,1,8,Top,null,null,519222,180811_015631,6.4898,-141.0675,-9.362,-7.3721,30.3878,-8.4926,3.371,1.535,null,null,null,97.159,2569,6.292,531155,643338,519222,572228,650402,609280,544369,458731,543305,453203,54.2064,null,null,null,null,null,null,null,71,1,4-Seam Fastball,5,12,12,5,12,5,12,5,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3771,7
FF,2018-08-10,95.6,-1.7478,6.0962,Chad Green,134181,643338,double,hit_into_play_score,3,Adrian Beltre doubles (14) on a sharp fly ball to left fielder Brett Gardner.   Rougned Odor scores.    Elvis Andrus scores.,R,R,R,NYY,TEX,X,7,fly_ball,2,2,2018,-0.2566,1.4768,0.3686,3.2232,596059,null,462101,1,8,Top,86.42,30.59,519222,180811_015539,6.1654,-139.0368,-5.2922,-4.6994,30.7416,-12.0097,3.319,1.513,406,103.3,24,95.798,2404,6.401,531155,643338,519222,572228,650402,609280,544369,458731,543305,453203,54.0973,0.826,1.489,1.25,1,1,1,6,70,5,4-Seam Fastball,5,10,10,5,10,5,10,5,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3772,8
SL,2018-08-10,87.3,-1.8245,6.1319,Chad Green,134181,643338,null,ball,14,null,R,R,R,NYY,TEX,B,null,null,1,2,2018,0.4536,-0.052,1.8652,1.8969,596059,null,462101,1,8,Top,null,null,519222,180811_015514,7.942,-127.0051,-3.9843,3.4664,23.3479,-32.2042,3.5571,1.7531,null,null,null,87.571,2253,6.243,531155,643338,519222,572228,650402,609280,544369,458731,543305,453203,54.2552,null,null,null,null,null,null,null,70,4,Slider,5,10,10,5,10,5,10,5,Standard,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3773,9
FF,2018-08-10,97.3,-1.741,6.2242,Chad Green,134181,643338,null,foul,2,null,R,R,R,NYY,TEX,S,null,null,1,1,2018,-0.5584,1.3557,-0.0279,2.7845,596059,null,462101,1,8,Top,null,null,519222,180811_015453,5.8432,-141.4453,-6.7903,-8.7198,29.9132,-12.7775,3.319,1.513,null,null,null,97.256,2387,6.155,531155,643338,519222,572228,650402,609280,544369,458731,543305,453203,54.343,null,null,null,null,null,null,null,70,3,4-Seam Fastball,5,10,10,5,10,5,10,5,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3774,10
FF,2018-08-10,95.7,-1.67,6.269,Chad Green,134181,643338,null,foul_tip,3,null,R,R,R,NYY,TEX,S,null,null,1,0,2018,-0.1768,1.5434,0.4267,2.924,596059,null,462101,1,8,Top,null,null,519222,180811_015423,5.9346,-139.1394,-6.7035,-3.5942,30.256,-10.8159,3.319,1.513,null,null,null,95.892,2481,6.376,531155,643338,519222,572228,650402,609280,544369,458731,543305,453203,54.1219,null,null,null,null,null,null,null,70,2,4-Seam Fastball,5,10,10,5,10,5,10,5,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3775,11
SL,2018-08-10,88.1,-1.634,6.1247,Chad Green,134181,643338,null,blocked_ball,14,null,R,R,R,NYY,TEX,B,null,null,0,0,2018,0.2589,0.2921,2.3668,0.0063,596059,null,462101,1,8,Top,null,null,519222,180811_015400,9.1398,-127.7527,-9.3071,1.0382,25.0943,-27.3594,3.3763,1.6164,null,null,null,87.879,2284,6.238,531155,643338,519222,572228,650402,609280,544369,458731,543305,453203,54.2604,null,null,null,null,null,null,null,70,1,Slider,5,10,10,5,10,5,10,5,Standard,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3776,12
FF,2018-08-10,95.6,-1.7845,6.2427,Chad Green,462101,643338,single,hit_into_play_no_out,4,Elvis Andrus singles on a fly ball to right fielder Shane Robinson.   Rougned Odor to 3rd.,R,R,R,NYY,TEX,X,9,fly_ball,0,1,2018,-0.6694,1.442,-0.296,2.5405,null,null,596059,1,8,Top,181.95,135.97,519222,180811_015321,5.3946,-138.9244,-7.3109,-9.8122,31.2442,-12.2327,3.28,1.44,184,63.8,46,95.192,2450,6.135,531155,643338,519222,572228,650402,609280,544369,458731,543305,453203,54.363,0.232,0.214,0.90,1,1,0,3,69,2,4-Seam Fastball,5,10,10,5,10,5,10,5,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3777,13
FF,2018-08-10,96.2,-1.7299,6.2885,Chad Green,462101,643338,null,foul,3,null,R,R,R,NYY,TEX,S,null,null,0,0,2018,-0.2466,1.5518,0.4399,3.1359,null,null,596059,1,8,Top,null,null,519222,180811_015237,6.2886,-139.7611,-6.222,-4.6615,32.3031,-10.7771,3.28,1.44,199,75.4,27,95.79,2467,6.198,531155,643338,519222,572228,650402,609280,544369,458731,543305,453203,54.2996,null,null,null,null,null,null,null,69,1,4-Seam Fastball,5,10,10,5,10,5,10,5,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3778,14
FS,2018-08-10,88.1,-1.8669,6.1088,Chad Green,596059,643338,single,hit_into_play_no_out,4,Rougned Odor singles on a sharp ground ball to right fielder Shane Robinson.,R,L,R,NYY,TEX,X,9,ground_ball,0,1,2018,-0.8356,0.6014,-0.3355,2.0145,null,null,null,1,8,Top,195.66,109.04,519222,180811_015158,5.4432,-128.2942,-5.161,-10.2686,23.5468,-24.7499,3.09,1.34,133,93.7,7,88.503,1702,6.247,531155,643338,519222,572228,650402,609280,544369,458731,543305,453203,54.2512,0.571,0.530,0.90,1,1,0,4,68,2,Split Finger,5,10,10,5,10,5,10,5,Infield shift,Standard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3779,15
FF,2018-08-10,95.9,-2.0236,6.2704,Chad Green,596059,643338,null,called_strike,5,null,R,L,R,NYY,TEX,S,null,null,0,0,2018,-0.316,1.4581,-0.0314,2.4916,null,null,null,1,8,Top,null,null,519222,180811_015134,5.9476,-139.3912,-7.5929,-5.4517,32.2379,-11.8438,3.1953,1.3653,null,null,null,95.377,2501,6.113,531155,643338,519222,572228,650402,609280,544369,458731,543305,453203,54.3847,null,null,null,null,null,null,null,68,1,4-Seam Fastball,5,10,10,5,10,5,10,5,Infield shift,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3780,16
FS,2018-08-10,87,-1.97,6.1271,Chad Green,425783,643338,field_out,hit_into_play,4,Shin-Soo Choo grounds out softly to first baseman Luke Voit.,R,L,R,NYY,TEX,X,3,ground_ball,2,2,2018,-0.6558,0.3938,-0.385,2.2567,null,null,null,0,8,Top,157.06,169.49,519222,180811_015050,5.123,-126.7045,-3.9925,-7.9865,22.2911,-27.4107,3.319,1.513,2,68.0,-55,87.345,1660,6.151,531155,643338,519222,572228,650402,609280,544369,458731,543305,453203,54.3471,0.192,0.160,0.00,1,0,0,2,67,5,Split Finger,5,10,10,5,10,5,10,5,Infield shift,Strategic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3781,17
FF,2018-08-10,96.3,-2.0487,6.3234,Chad Green,425783,643338,null,foul,5,null,R,L,R,NYY,TEX,S,null,null,2,1,2018,-0.3068,1.5899,-0.007,2.078,null,null,null,0,8,Top,null,null,519222,180811_015012,6.1885,-139.9448,-9.425,-5.53,32.4577,-8.9653,3.319,1.513,null,null,null,97.07,2414,6.862,531155,643338,519222,572228,650402,609280,544369,458731,543305,453203,53.6365,null,null,null,null,null,null,null,67,4,4-Seam Fastball,5,10,10,5,10,5,10,5,Infield shift,Strategic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3782,18
FF,2018-08-10,96.7,-2.0626,6.1866,Chad Green,425783,643338,null,swinging_strike,5,null,R,L,R,NYY,TEX,S,null,null,2,0,2018,-0.2862,1.5724,0.0805,2.24,null,null,null,0,8,Top,null,null,519222,180811_014954,6.3618,-140.463,-8.51,-5.2608,32.6825,-9.6409,3.319,1.513,null,null,null,96.544,2525,6.359,531155,643338,519222,572228,650402,609280,544369,458731,543305,453203,54.1392,null,null,null,null,null,null,null,67,3,4-Seam Fastball,5,10,10,5,10,5,10,5,Infield shift,Strategic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,3783,19
FF,2018-08-10,95.4,-1.9771,6.2633,Chad Green,425783,643338,null,ball,11,null,R,L,R,NYY,TEX,B,null,null,1,0,2018,-0.4662,1.5181,-1.2082,3.0336,null,null,null,0,8,Top,null,null,519222,180811_014938,3.11,-138.9223,-6.3578,-6.8128,32.2932,-11.0689,3.0821,1.3197,null,null,null,96.025,2320,6.693,531155,643338,519222,572228,650402,609280,544369,458731,543305,453203,53.8052,null,null,null,null,null,null,null,67,2,4-Seam Fastball,5,10,10,5,10,5,10,5,Standard,Strategic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3784,20
FF,2018-08-10,95.5,-2.1009,6.3716,Chad Green,425783,643338,null,ball,11,null,R,L,R,NYY,TEX,B,null,null,0,0,2018,-0.4823,1.4395,-1.1822,2.806,null,null,null,0,8,Top,null,null,519222,180811_014925,3.4519,-138.8733,-6.8604,-6.9119,31.8842,-12.5793,3.0368,1.3882,null,null,null,94.579,2370,5.845,531155,643338,519222,572228,650402,609280,544369,458731,543305,453203,54.6533,null,null,null,null,null,null,null,67,1,4-Seam Fastball,5,10,10,5,10,5,10,5,Standard,Strategic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3785,21
FF,2018-08-11,98,0.7199,6.1557,Aroldis Chapman,595777,547973,strikeout,swinging_strike,6,Jurickson Profar strikes out swinging.,R,R,L,NYY,TEX,S,2,null,3,2,2018,0.1537,1.3834,0.4823,2.4421,643396,596059,134181,2,9,Top,null,null,543309,180811_202646,-1.0143,-142.7372,-7.888,2.3702,33.3149,-11.3262,3.2825,1.5767,null,null,null,98.994,2259,6.823,531170,547973,543309,595885,650402,609280,544369,458731,453203,435522,53.6747,null,null,0.00,1,0,0,null,76,6,4-Seam Fastball,5,3,3,5,3,5,3,5,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,3786,1
FF,2018-08-11,96.6,0.7459,6.0869,Aroldis Chapman,595777,547973,null,called_strike,8,null,R,R,L,NYY,TEX,S,null,null,3,1,2018,0.1119,1.3285,-0.2109,2.0473,643396,596059,134181,2,9,Top,null,null,543309,180811_202615,-2.8288,-140.5606,-8.3613,2.1051,29.5526,-12.6623,3.6215,1.7362,null,null,null,97.654,2418,6.724,531170,547973,543309,595885,650402,609280,544369,458731,453203,435522,53.7738,null,null,null,null,null,null,null,76,5,4-Seam Fastball,5,3,3,5,3,5,3,5,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3787,2
SL,2018-08-11,85.7,0.4525,6.2108,Aroldis Chapman,595777,547973,null,ball,12,null,R,R,L,NYY,TEX,B,null,null,2,1,2018,-0.9052,0.1986,0.4428,3.4164,643396,596059,134181,2,9,Top,null,null,543309,180811_202551,1.8211,-124.9106,-0.8008,-9.907,23.346800000000002,-30.1183,3.2278,1.6369,null,null,null,86.388,2281,6.477,531170,547973,543309,595885,650402,609280,544369,458731,453203,435522,54.0213,null,null,null,null,null,null,null,76,4,Slider,5,3,3,5,3,5,3,5,Standard,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3788,3
FF,2018-08-11,97.2,0.5094,6.2603,Aroldis Chapman,595777,547973,null,called_strike,1,null,R,R,L,NYY,TEX,S,null,null,2,0,2018,0.2078,1.4646,-0.7711,3.1294,643396,596059,134181,2,9,Top,null,null,543309,180811_202517,-3.9394,-141.4605,-6.2831,3.7346,33.0953,-11.0835,3.5763,1.7135,null,null,null,97.746,2360,6.647,531170,547973,543309,595885,650402,609280,544369,458731,453203,435522,53.8513,null,null,null,null,null,null,null,76,3,4-Seam Fastball,5,3,3,5,3,5,3,5,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3789,4
FF,2018-08-11,96,0.5925,6.0312,Aroldis Chapman,595777,547973,null,blocked_ball,13,null,R,R,L,NYY,TEX,B,null,null,1,0,2018,0.2844,1.4084,-0.4044,-0.043,643396,596059,134181,2,9,Top,null,null,543309,180811_202438,-3.3116,-139.2726,-13.753,4.5043,31.6809,-10.6655,3.5763,1.8729,null,null,null,96.5,2224,6.769,531170,547973,543309,595885,650402,609280,544369,458731,453203,435522,53.729,null,null,null,null,null,null,null,76,2,4-Seam Fastball,5,3,3,5,3,5,3,5,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3790,5
SL,2018-08-11,85.8,0.6437,6.1805,Aroldis Chapman,595777,547973,null,ball,13,null,R,R,L,NYY,TEX,B,null,null,0,0,2018,-1.2729,-0.0253,-1.0679,1.9793,643396,596059,134181,2,9,Top,null,null,543309,180811_202414,-1.4882,-124.9387,-3.6463,-12.9984,24.5147,-31.939,3.5989,1.6679,null,null,null,85.834,2505,6.213,531170,547973,543309,595885,650402,609280,544369,458731,453203,435522,54.2853,null,null,null,null,null,null,null,76,1,Slider,5,3,3,5,3,5,3,5,Standard,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3791,6
FF,2018-08-11,100.3,0.4673,6.1878,Aroldis Chapman,134181,547973,hit_by_pitch,hit_by_pitch,13,Adrian Beltre hit by pitch.    Isiah Kiner-Falefa to 3rd.    Rougned Odor to 2nd.,R,R,L,NYY,TEX,B,null,null,1,2,2018,-0.0714,1.5236,-3.2735,2.088,null,643396,596059,2,9,Top,null,null,543309,180811_202244,-10.2227,-145.6016,-9.6698,1.2356,32.2807,-8.2074,3.5522,1.6466,null,null,null,101.006,2539,6.68,531170,547973,543309,595885,650402,609280,544369,458731,453203,435522,53.8179,null,null,0.70,1,0,0,null,75,4,4-Seam Fastball,5,3,3,5,3,5,3,5,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3792,7
FF,2018-08-11,100.3,0.4764,6.1998,Aroldis Chapman,134181,547973,null,foul,13,null,R,R,L,NYY,TEX,S,null,null,1,1,2018,0.0877,1.4737,-0.4255,1.4717,null,643396,596059,2,9,Top,null,null,543309,180811_202134,-2.724,-145.7324,-11.298,1.928,35.5738,-8.3857,3.5522,1.6466,null,null,null,100.85,2509,6.759,531170,547973,543309,595885,650402,609280,544369,458731,453203,435522,53.739,null,null,null,null,null,null,null,75,3,4-Seam Fastball,5,3,3,5,3,5,3,5,Standard,Standard,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3793,8
SL,2018-08-11,86,0.4078,6.263,Aroldis Chapman,134181,547973,null,called_strike,14,null,R,R,L,NYY,TEX,S,null,null,1,0,2018,-0.884,-4e-4,0.2685,1.3545,null,643396,596059,2,9,Top,null,null,543309,180811_202057,1.4602,-125.069,-5.2833,-9.4889,29.1243,-31.1992,3.4031,1.6132,null,null,null,85.409,2585,6.292,531170,547973,543309,595885,650402,609280,544369,458731,453203,435522,54.2058,null,null,null,null,null,null,null,75,2,Slider,5,3,3,5,3,5,3,5,Standard,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3794,9
SL,2018-08-11,87.4,0.3921,6.2409,Aroldis Chapman,134181,547973,null,ball,13,null,R,R,L,NYY,TEX,B,null,null,0,0,2018,-0.8882,0.0667,-1.3901,1.1442,null,643396,596059,2,9,Top,null,null,543309,180811_202034,-2.4614,-127.1805,-6.2069,-8.9987,29.6084,-30.2472,3.5748,1.601,null,null,null,87.171,2567,6.452,531170,547973,543309,595885,650402,609280,544369,458731,453203,435522,54.0465,null,null,null,null,null,null,null,75,1,Slider,5,3,3,5,3,5,3,5,Standard,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3795,10
SL,2018-08-11,86.9,0.3432,6.1565,Aroldis Chapman,462101,547973,field_out,hit_into_play,7,Elvis Andrus pops out to first baseman Greg Bird on the infield fly rule.,R,R,L,NYY,TEX,X,3,popup,0,2,2018,-0.9443,0.0418,-0.3489,1.8856,null,643396,596059,1,9,Top,152.49,157.30,543309,180811_201948,0.2834,-126.5714,-4.1357,-10.205,26.846800000000002,-31.0667,3.2925,1.4768,null,80.0,69,87.064,2547,6.429,531170,547973,543309,595885,650402,609280,544369,458731,453203,435522,54.069,0.000,0.000,0.00,1,0,0,3,74,4,Slider,5,3,3,5,3,5,3,5,Standard,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3796,11
SL,2018-08-11,87.3,0.257,6.1668,Aroldis Chapman,462101,547973,null,foul,13,null,R,R,L,NYY,TEX,S,null,null,0,2,2018,-0.9321,0.0352,-0.8315,1.7412,null,643396,596059,1,9,Top,null,null,543309,180811_201908,-0.692,-127.2518,-4.6531,-10.1137,24.6608,-31.0765,3.2925,1.4768,149,78.8,11,88.112,2474,6.579,531170,547973,543309,595885,650402,609280,544369,458731,453203,435522,53.9196,null,null,null,null,null,null,null,74,3,Slider,5,3,3,5,3,5,3,5,Standard,Standard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3797,12
