"","pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","fielder_2","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","four_seam","curve_ball","cutter","unnamed_pitch","sinker","slider","changeup","two_seam","split_finger","knuckle_curve","forkball","eephus","pitch_out","screwball","knuckle_ball","strike","up_zone","mid_zone","down_zone","hit","swinging_strike","chapman","betances","britton","green","ottavino","id","pitch_count"
"688","FF",2018-04-19,93.5,-1.5117,6.432,"Chad Green",607680,643338,"null","called_strike",4,"null","R","R","R","NYY","TOR","S","null","null",0,0,2018,-0.5117,1.5359,-0.6387,2.9425,"null","null","null",0,6,"Top","null","null",596142,"180420_002600",3.3238,-135.8417,-6.4279,-6.982,33.2299,-12.3532,3.5502,1.6206,"null","null","null",92.159,"2332",5.838,529690,643338,596142,435522,642180,591720,544369,458731,543305,592450,54.6599,"null","null","null","null","null","null","null",46,1,"4-Seam Fastball",3,2,2,3,2,3,2,3,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,600,11
"689","FF",2018-08-04,96.5,-2.5378,5.9274,"Chad Green",519048,643338,"null","foul",7,"null","R","L","R","BOS","NYY","S","null","null",0,0,2018,-0.4826,1.4569,-0.4551,2.0665,"null","null","null",2,6,"Bot","null","null",519222,"180804_213407",6.5955,-140.1485,-7.8986,-7.8585,33.4923,-11.5602,3.61,1.7,"312","95.3","44",95.805,"2457",6.128,531074,643338,519222,595885,650402,609280,544369,458731,543305,453203,54.3722,"null","null","null","null","null","null","null",40,1,"4-Seam Fastball",3,0,3,0,0,3,3,0,"Infield shift","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3502,3
"690","SL",2018-07-02,92.7,0.3461,6.1773,"Aroldis Chapman",660670,547973,"strikeout","swinging_strike",6,"Ronald Acuna Jr.   strikes out swinging.","R","R","L","NYY","ATL","S","2","null",2,2,2018,-0.3955,0.7994,0.2835,2.628,"null","null","null",1,9,"Top","null","null",519222,"180703_020246",0.7072,-135.1072,-5.1075,-5.0254,26.7982,-21.4805,3.5757,1.3546,"null","null","null",93.386,"null",6.406,530668,547973,519222,595885,650402,609280,544369,458731,543305,592450,54.0923,"null","null","0.00","1","0","0","null",68,6,"Slider",3,3,3,3,3,3,3,3,"Standard","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2645,8
"691","FF",2018-07-12,100.1,0.6456,6.114,"Aroldis Chapman",446386,547973,"null","foul",5,"null","R","R","L","CLE","NYY","S","null","null",0,1,2018,0.2124,1.4077,-0.0779,2.6131,"null","null","null",2,9,"Bot","null","null",519222,"180713_021724",-2.5422,-145.8639,-7.862,3.6473,30.0269,-10.0155,3.4753,1.596,"196","69.3","44",101.951,"2515",6.937,530805,547973,519222,595885,642180,609280,544369,458731,543305,592450,53.5621,"null","null","null","null","null","null","null",74,2,"4-Seam Fastball",4,7,4,7,7,4,4,7,"null","null",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2933,2
"692","FF",2018-04-19,94.4,-1.3162,6.3604,"Chad Green",545341,643338,"null","ball",12,"null","R","R","R","NYY","TOR","B","null","null",1,2,2018,-0.2976,1.5666,0.5565,4.6554,"null","null","null",2,6,"Top","null","null",596142,"180420_002915",5.5375,-137.3712,-2.1733,-5.0883,33.6398,-12.234,3.3381,1.5262,"null","null","null",94.038,"2296",6.314,529690,643338,596142,435522,642180,591720,544369,458731,543305,592450,54.1846,"null","null","null","null","null","null","null",48,4,"4-Seam Fastball",3,2,2,3,2,3,2,3,"Standard","Strategic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,591,2
"693","FC",2018-08-27,88.4,-2.8725,5.6884,"Adam Ottavino",660271,493603,"null","foul",1,"null","R","L","R","LAA","COL","S","null","null",1,2,2018,0.6722,0.8263,-0.6552,3.1715,"null","null","545361",0,8,"Bot","null","null",455104,"180828_050811",4.0207,-128.8589,-1.8708,6.8313,24.3487,-22.6757,3.391,1.5211,"186","73.5","62",89.305,"null",6.551,531374,493603,455104,435622,518934,571448,596115,621311,453568,471865,53.9484,"null","null","null","null","null","null","null",72,4,"Cutter",5,7,5,7,7,5,5,7,"Standard","Standard",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4249,20
"694","SI",2018-08-21,95.5,0.6599,6.6047,"Zach Britton",621573,502154,"null","called_strike",3,"null","R","R","L","MIA","NYY","S","null","null",0,0,2018,0.6832,0.7267,0.461,3.1322,"null","null","null",2,7,"Bot","null","null",519222,"180822_011502",-1.9722,-138.9539,-5.0362,9.0138,29.9978,-22.2059,3.3997,1.6771,"null","null","null",94.126,"2102",5.408,531297,502154,519222,595885,435522,609280,650402,458731,543305,519317,55.0931,"null","null","null","null","null","null","null",54,1,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4101,5
"695","FF",2018-04-05,95.5,-1.496,6.2748,"Chad Green",623993,643338,"null","ball",11,"null","R","L","R","NYY","BAL","B","null","null",1,2,2018,-0.6885,1.7649,-1.5926,2.6877,"542921","null","458675",1,7,"Top","null","null",596142,"180406_003854",1.2877,-138.7817,-7.6797,-9.1029,34.7082,-7.9925,3.4463,1.585,"null","null","null",94.816,"2393",6.233,529498,643338,596142,435522,642180,609280,544369,519317,458731,592450,54.2664,"null","null","null","null","null","null","null",48,4,"4-Seam Fastball",1,2,2,1,2,1,2,1,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,239,15
"696","FT",2018-07-30,93.9,-2.789,5.5718,"Adam Ottavino",425877,493603,"field_out","hit_into_play",2,"Yadier Molina lines out to right fielder Carlos Gonzalez.","R","R","R","STL","COL","X","9","line_drive",0,0,2018,-1.1201,0.3771,-0.1818,2.8854,"451594","null","572761",2,9,"Bot","189.32","114.53",608596,"180731_032952",9.4329,-136.6177,-2.0977,-16.4837,30.9084,-27.0503,3.319,1.513,"251","89.5","18",95.125,"2003",7.068,531002,493603,608596,435622,641857,571448,641658,467827,453568,471865,53.4303,"0.545","0.556","0.00","1","0","0","4",76,1,"2-Seam Fastball",4,4,4,4,4,4,4,4,"Standard","Standard",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3394,1
"697","FF",2018-09-22,94.1,-2.1171,6.3388,"Chad Green",641820,643338,"double","hit_into_play_no_out",4,"Trey Mancini doubles (22) on a sharp line drive to left fielder Andrew McCutchen.","R","R","R","NYY","BAL","X","7","line_drive",0,0,2018,-0.3235,1.4452,-0.802,2.6671,"null","null","null",0,6,"Top","60.04","87.20",596142,"180922_215821",4.1035,-136.8718,-6.9472,-4.9415,30.6186,-12.8742,3.49,1.601,"331","106.0","19",93.664,"2365",6.085,531713,643338,596142,572228,650402,609280,544369,457705,543305,592450,54.4132,"0.737","1.056","1.25","1","1","1","6",45,1,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Standard","Strategic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,5002,18
"698","FF",2018-09-09,96,-1.9419,5.9896,"Dellin Betances",571745,476454,"walk","ball",12,"Mitch Haniger walks.","R","R","R","SEA","NYY","B","null","null",3,0,2018,-0.1915,1.4405,1.8182,3.1686,"null","null","null",0,8,"Bot","null","null",519222,"180909_225901",10.3917,-139.4915,-5.1676,-4.6363,28.369,-12.3398,3.2317,1.4998,"null","null","null",96.446,"2352",6.411,531549,476454,519222,572228,650402,435522,588751,519317,458731,457705,54.0891,"null","null","0.70","1","0","0","null",63,4,"4-Seam Fastball",2,2,2,2,2,2,2,2,"Infield shift","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4578,14
"699","FF",2018-09-01,98,-1.3716,6.377,"Dellin Betances",606988,476454,"null","ball",14,"null","R","R","R","NYY","DET","B","null","null",1,2,2018,-0.3054,1.2972,2.1127,1.7869,"null","null","null",1,9,"Top","null","null",596142,"null",10.1413,-142.2159,-9.9455,-6.3943,30.9632,-12.4229,3.6321,1.6894,"null","null","null",98.377,"2303",6.536,531438,476454,596142,435522,650402,642180,588751,458731,543305,457705,53.9622,"null","null","null","null","null","null","null",66,4,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4402,6
"700","SL",2018-06-19,82.3,-3.2028,5.1873,"Adam Ottavino",453943,493603,"null","ball",14,"null","R","R","R","COL","NYM","B","null","null",1,1,2018,1.4837,0.3108,1.3085,1.7859,"607043","452678","null",2,7,"Top","null","null",455104,"180620_043401",7.37,-119.7593,-1.8302,13.0237,21.8553,-29.0294,3.2614,1.455,"null","null","null",82.686,"2843",6.426,530498,493603,455104,435622,518934,571448,596115,571595,453568,471865,54.0756,"null","null","null","null","null","null","null",68,3,"Slider",10,6,6,10,6,10,6,10,"Standard","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2192,16
"701","FF",2018-08-08,96.6,-1.6757,6.1347,"Chad Green",547989,643338,"null","ball",13,"null","R","R","R","CWS","NYY","B","null","null",1,1,2018,-0.4638,1.3904,-0.9801,1.4535,"null","null","null",2,8,"Bot","null","null",519222,"180809_025019",2.9105,-140.5139,-10.1455,-6.7801,27.4694,-11.7532,3.3029,1.5563,"null","null","null",97.26,"2372",6.38,531127,643338,519222,595885,435522,609280,650402,458731,543305,453203,54.1198,"null","null","null","null","null","null","null",69,3,"4-Seam Fastball",3,7,3,7,7,3,3,7,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3674,15
"702","FF",2018-06-25,96.7,-1.7216,6.0152,"Dellin Betances",621044,476454,"walk","ball",11,"Jesmuel Valentin walks.","R","L","R","PHI","NYY","B","null","null",3,1,2018,-0.5621,1.2409,-0.0111,3.865,"null","null","null",0,8,"Bot","null","null",519222,"180626_015534",5.8531,-140.8124,-3.0341,-8.7868,30.9842,-15.16,3.2605,1.5506,"null","null","null",97.033,"2270",6.374,530577,476454,519222,435522,650402,609280,544369,519317,458731,592450,54.1289,"null","null","0.70","1","0","0","null",61,5,"4-Seam Fastball",1,4,1,4,4,1,1,4,"Infield shift","Strategic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2442,16
"703","FF",2018-05-03,97.1,-1.8653,5.9371,"Chad Green",543807,643338,"null","foul",14,"null","R","R","R","HOU","NYY","S","null","null",1,2,2018,-0.2779,1.4593,0.8456,1.5089,"503556","435263","null",1,7,"Bot","null","null",596142,"180503_202916",7.8373,-140.779,-9.4923,-5.5706,34.5788,-10.9393,3.4233,1.3734,"null","null","null",96.176,"2500",6.152,529877,643338,596142,435522,650402,591720,544369,519317,458731,592450,54.3506,"null","null","null","null","null","null","null",58,4,"4-Seam Fastball",3,3,3,3,3,3,3,3,"Strategic","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,974,15
"704","SL",2018-08-01,86.1,-2.4084,6.1401,"Chad Green",542921,643338,"null","ball",2,"null","R","R","R","NYY","BAL","B","null","null",0,0,2018,0.0193,-0.0269,-0.2269,3.5072,"null","null","null",2,8,"Top","null","null",519222,"180801_201634",5.0907,-125.312,-2e-04,-0.7677,23.8229,-32.6824,3.4085,1.317,"null","null","null",85.531,"2237",5.778,531025,643338,519222,595885,650402,609280,544369,458731,543305,453203,54.7205,"null","null","null","null","null","null","null",67,1,"Slider",1,7,7,1,7,1,7,1,"Standard","Strategic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3438,2
"705","SI",2018-10-09,92.3,0.8338,6.4455,"Zach Britton",502110,502154,"null","ball",13,"null","D","R","L","NYY","BOS","B","null","null",0,0,2018,0.6704,0.4904,-0.9784,0.4368,"null","null","null",0,5,"Top","null","null",596142,"181010_012504",-5.8898,-133.8704,-10.3092,8.9887,25.9058,-24.6755,3.814,1.8061,"null","null","null",90.863,"2100",5.367,563376,502154,596142,572228,650402,435522,544369,458731,543305,592450,55.1309,"null","null","null","null","null","null","null",36,1,"Sinker",0,4,4,0,4,0,4,0,"Standard","Standard",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5525,13
"706","FF",2018-10-08,94.1,-1.7111,6.2813,"Chad Green",593428,643338,"field_out","hit_into_play",5,"Xander Bogaerts pops out to third baseman Miguel Andujar.","D","R","R","NYY","BOS","X","5","popup",1,1,2018,-0.7905,1.5001,0.055,2.5761,"null","643217","502110",2,5,"Top","108.25","168.93",596142,"181009_014936",6.3359,-136.6349,-7.1581,-11.3652,32.7959,-12.0067,3.411,1.565,"null","80.0","69",93.717,"2453",6.385,563375,643338,596142,572228,650402,609280,544369,457705,458731,592450,54.1134,"0.000","0.000","0.00","1","0","0","3",47,3,"4-Seam Fastball",1,10,10,1,10,1,10,1,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5449,1
"707","KC",2018-05-01,84.4,-1.4664,5.9362,"Dellin Betances",594828,476454,"null","foul",6,"null","R","R","R","HOU","NYY","S","null","null",3,2,2018,1.1102,-0.0156,0.502,2.3962,"null","503556","null",1,7,"Bot","null","null",596142,"180502_021608",2.3927,-122.7488,-1.7945,10.4753,25.3451,-32.2113,3.1864,1.3679,"4","70.4","-31",83.447,"2668",5.789,529848,476454,596142,592122,650402,609280,544369,458731,543305,592450,54.7137,"null","null","null","null","null","null","null",50,6,"Knuckle Curve",0,0,0,0,0,0,0,0,"Standard","Standard",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,921,5
"708","SL",2018-05-17,80.6,-3.0494,5.1683,"Adam Ottavino",457706,493603,"null","called_strike",6,"null","R","R","R","SF","COL","S","null","null",3,1,2018,1.4415,0.0759,0.2884,2.1647,"null","null","543063",2,9,"Bot","null","null",547172,"null",4.6733,-117.1876,-0.0523,12.165,25.1374,-31.7099,3.1772,1.5483,"null","null","null",80.252,"2720",6.403,530054,493603,547172,435622,593495,571448,596115,467827,453568,471865,54.0947,"null","null","null","null","null","null","null",69,5,"Slider",3,3,3,3,3,3,3,3,"Standard","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1394,3
"709","FF",2018-05-23,99.5,-1.3698,6.2017,"Dellin Betances",643396,476454,"single","hit_into_play_score",2,"Isiah Kiner-Falefa singles on a line drive to right fielder Aaron Judge.   Delino DeShields scores.","R","R","R","TEX","NYY","X","9","line_drive",1,0,2018,-0.5876,1.1209,-0.2728,3.353,"592261","null","null",1,8,"Bot","177.49","102.18",519222,"180524_021509",4.3868,-144.8151,-5.0653,-9.263,32.3013,-15.447,3.5228,1.3406,"null","90.4","15",99.755,"2404",6.319,530141,476454,519222,435522,650402,609280,544369,458731,543305,592450,54.1798,"0.908","0.866","0.90","1","1","0","4",81,2,"4-Seam Fastball",11,10,11,10,10,11,11,10,"Strategic","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1523,8
"710","SI",2018-07-04,94.5,0.8099,6.4949,"Zach Britton",546318,502154,"null","ball",13,"null","R","L","L","PHI","BAL","B","null","null",0,1,2018,0.1923,0.2766,-1.8396,0.5854,"null","null","null",2,8,"Bot","null","null",642082,"180704_225432",-7.1921,-137.0339,-10.1216,3.8884,29.0506,-26.8725,3.2501,1.6143,"null","null","null",93.102,"2164",5.567,530694,502154,642082,448801,570731,542921,592518,572073,430945,444432,54.936,"null","null","null","null","null","null","null",64,2,"Sinker",4,1,4,1,1,4,4,1,"Standard","Standard",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2728,5
"711","SL",2018-08-28,84.5,-1.9367,5.9591,"Dellin Betances",541645,476454,"null","ball",14,"null","R","R","R","NYY","CWS","B","null","null",0,0,2018,0.4359,-0.5034,1.6217,1.8112,"null","null","null",2,9,"Top","null","null",519222,"180829_020529",7.3514,-122.7052,-2.2372,2.7536,25.7668,-36.9256,3.627,1.849,"null","null","null",83.348,"null",5.779,531380,476454,519222,595885,591720,609280,650402,458731,543305,519317,54.7186,"null","null","null","null","null","null","null",73,1,"Slider",4,4,4,4,4,4,4,4,"Standard","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4262,5
"712","FT",2018-08-27,92.9,-2.1782,5.6175,"Adam Ottavino",516472,493603,"strikeout","called_strike",6,"Francisco Arcia called out on strikes.","R","L","R","LAA","COL","S","2","null",1,2,2018,-0.8985,0.5197,0.4451,2.7561,"660271","null","527043",1,8,"Bot","null","null",455104,"180828_051826",8.8281,-135.1443,-2.6992,-13.2049,31.062,-25.2856,3.5187,1.6756,"null","null","null",93.715,"2049",6.909,531374,493603,455104,435622,518934,571448,596115,621311,453568,471865,53.5903,"null","null","0.00","1","0","0","null",75,4,"2-Seam Fastball",6,7,6,7,7,6,6,7,"Standard","Standard",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4235,6
"713","FF",2018-06-06,98.1,-1.4875,6.0435,"Dellin Betances",431145,476454,"null","ball",11,"null","R","R","R","TOR","NYY","B","null","null",0,0,2018,-0.4881,1.3725,-0.3778,3.5234,"null","null","null",1,11,"Bot","null","null",519222,"null",4.2299,-142.9442,-4.6669,-7.8544,34.1769,-12,3.3532,1.5378,"null","null","null",99.511,"2295",7.083,530328,476454,519222,595885,650402,609280,544369,519317,458731,592450,53.4169,"null","null","null","null","null","null","null",76,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Strategic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1808,12
"714","SL",2018-08-05,81.9,-3.1737,5.3621,"Adam Ottavino",570731,493603,"null","ball",14,"null","R","R","R","MIL","COL","B","null","null",1,1,2018,1.4109,-0.0472,0.4882,1.2203,"null","460075","null",1,9,"Bot","null","null",608596,"180805_205600",5.5461,-119.1224,-2.6613,12.2537,24.097,-32.3092,3.4731,1.7256,"null","null","null",81.775,"2781",6.35,531083,493603,608596,435622,518934,571448,596115,467827,453568,471865,54.149,"null","null","null","null","null","null","null",74,3,"Slider",2,4,2,4,4,2,2,4,"Standard","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3611,18
"715","FF",2018-08-11,97.7,0.6628,6.2279,"Aroldis Chapman",643396,547973,"null","swinging_strike",2,"null","R","R","L","NYY","TEX","S","null","null",1,1,2018,0.4962,1.7495,0.2605,2.8535,"null","null","null",0,9,"Top","null","null",543309,"180811_201046",-2.2556,-142.1076,-7.6944,7.3142,33.6522,-6.6503,3.3134,1.5407,"null","null","null",98.21,"2656",6.673,531170,547973,543309,595885,650402,609280,544369,458731,453203,435522,53.8247,"null","null","null","null","null","null","null",71,3,"4-Seam Fastball",5,3,3,5,3,5,3,5,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,3812,27
"716","SI",2018-08-02,95.8,0.7738,6.412,"Zach Britton",435079,502154,"double_play","hit_into_play",5,"Ian Kinsler lines into a double play, shortstop Didi Gregorius to second baseman Gleyber Torres.   Steve Pearce doubled off 2nd.","R","R","L","BOS","NYY","X","6","line_drive",1,1,2018,0.696,0.6223,-0.0558,2.7747,"643217","456665","502110",1,8,"Bot","111.86","148.85",519222,"180803_022016",-3.635,-139.3716,-5.3313,9.5574,27.1794,-23.4541,3.371,1.535,"144","88.9","9",94.691,"2117",5.362,531045,502154,519222,595885,650402,609280,544369,458731,543305,519317,55.1384,"0.537","0.499","0.00","1","0","0","4",84,3,"Sinker",15,6,15,6,6,15,15,6,"Standard","Standard",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3449,1
"717","FF",2018-06-06,98,-1.7052,5.8498,"Dellin Betances",581527,476454,"null","swinging_strike",11,"null","R","R","R","TOR","NYY","S","null","null",2,0,2018,-0.4917,1.2726,-0.1601,3.5134,"null","null","null",2,11,"Bot","null","null",519222,"null",5.4095,-142.7362,-3.8962,-8.1079,32.7764,-13.6912,3.1436,1.3623,"null","null","null",99.315,"2316",6.965,530328,476454,519222,595885,650402,609280,544369,519317,458731,592450,53.535,"null","null","null","null","null","null","null",77,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1804,8
"718","SL",2018-05-17,83.6,-2.7566,5.1703,"Adam Ottavino",457706,493603,"field_out","hit_into_play",9,"Austin Jackson grounds out, pitcher Adam Ottavino to first baseman Ian Desmond.","R","R","R","SF","COL","X","1","ground_ball",3,2,2018,1.361,0.1908,0.5187,1.3885,"null","543063","null",2,9,"Bot","129.33","183.93",547172,"null",4.8667,-121.5848,-2.6002,12.3414,25.9748,-29.9791,3.2919,1.3762,"1","49.0","-49",83.265,"2777",6.299,530054,493603,547172,435622,593495,571448,596115,467827,453568,471865,54.1987,"0.137","0.129","0.00","1","0","0","1",69,7,"Slider",3,3,3,3,3,3,3,3,"Standard","Standard",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1392,1
"719","FF",2018-04-06,95.5,-1.3843,6.2942,"Chad Green",592518,643338,"null","ball",14,"null","R","R","R","NYY","BAL","B","null","null",1,0,2018,-0.1342,1.5622,2.4022,1.7231,"null","null","null",0,10,"Top","null","null",596142,"180407_022721",10.1802,-138.3819,-9.7411,-4.0481,31.8711,-10.3441,3.7736,1.7759,"null","null","null",94.594,"2493",6.068,529509,643338,596142,592122,435522,591720,544369,519317,458731,592450,54.4316,"null","null","null","null","null","null","null",74,2,"4-Seam Fastball",3,3,3,3,3,3,3,3,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,278,26
"720","FF",2018-09-24,96,-2.3409,5.8746,"Chad Green",641343,643338,"null","ball",11,"null","R","L","R","TB","NYY","B","null","null",0,2,2018,-0.5133,1.6105,-0.267,4.3918,"null","null","null",0,5,"Bot","null","null",596142,"null",6.6215,-139.5054,-1.8585,-8.289,35.7198,-11.2663,3.3331,1.5697,"null","null","null",95.145,"2462",6.182,531749,643338,596142,572228,650402,609280,588751,457705,458731,592450,54.3158,"null","null","null","null","null","null","null",39,3,"4-Seam Fastball",1,3,1,3,3,1,1,3,"Infield shift","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5074,9
"721","FF",2018-05-03,99.9,0.8202,6.1387,"Aroldis Chapman",543807,547973,"null","called_strike",9,"null","R","R","L","HOU","NYY","S","null","null",1,0,2018,0.3923,1.5569,0.8281,2.2057,"null","null","594828",2,9,"Bot","null","null",596142,"180503_211955",-0.912,-145.3229,-9.1678,5.8018,34.6431,-8.0325,3.6135,1.6928,"null","null","null",100.238,"2461",6.535,529877,547973,596142,435522,650402,609280,544369,519317,458731,592450,53.9674,"null","null","null","null","null","null","null",77,2,"4-Seam Fastball",5,6,5,6,6,5,5,6,"Standard","Strategic",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,949,5
"722","KC",2018-07-14,85.5,-1.9754,5.7728,"Dellin Betances",608070,476454,"null","called_strike",13,"null","R","L","R","CLE","NYY","S","null","null",0,0,2018,0.6828,0.4374,-1.1247,1.9766,"null","null","null",1,8,"Bot","null","null",519222,"180715_015703",0.6477,-124.5439,-3.5369,6.8819,24.6099,-27.2172,3.2241,1.5099,"null","null","null",85.088,"null",5.928,530833,476454,519222,595885,642180,609280,544369,458731,543305,592450,54.5712,"null","null","null","null","null","null","null",62,1,"Knuckle Curve",4,5,4,5,5,4,4,5,"Infield shift","Standard",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3012,11
"723","FF",2018-04-22,99.6,0.6986,6.1911,"Aroldis Chapman",500208,547973,"null","foul",11,"null","R","R","L","NYY","TOR","S","null","null",0,1,2018,0.386,1.6714,-0.5997,3.3289,"null","null","null",0,9,"Top","null","null",519222,"180422_194758",-4.5079,-144.9087,-6.4649,6.541,33.7759,-7.091,3.0843,1.2761,"182","77.6","23",100.213,"2551",6.629,529734,547973,519222,592122,650402,609280,544369,519317,543305,592450,53.869,"null","null","null","null","null","null","null",66,2,"4-Seam Fastball",5,1,1,5,1,5,1,5,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,660,20
"724","FF",2018-06-01,96.9,-2.3775,6.0907,"Chad Green",641820,643338,"double","hit_into_play_no_out",6,"Trey Mancini doubles (9) on a line drive to right fielder Aaron Judge.","R","R","R","BAL","NYY","X","9","line_drive",0,2,2018,-0.5322,1.4524,0.5411,2.7186,"null","null","null",2,7,"Bot","219.54","104.98",519222,"180602_012200",8.9993,-140.7422,-6.7899,-8.982,29.2319,-11.5504,3.6585,1.6543,"182","101.0","8",97.137,"2469",6.338,530262,643338,519222,595885,650402,435522,544369,458731,543305,592450,54.1628,"0.684","0.625","1.25","1","1","1","4",56,3,"4-Seam Fastball",1,4,1,4,4,1,1,4,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1736,9
"725","FF",2018-05-19,97.5,-2.4687,5.7396,"Chad Green",445055,643338,"strikeout","swinging_strike",5,"Jon Jay strikes out swinging.","R","L","R","KC","NYY","S","2","null",1,2,2018,-0.5469,1.3528,-0.0232,2.6202,"null","572365","null",0,7,"Bot","null","null",596142,"180520_012523",7.828,-141.7498,-6.0131,-9.0512,29.5763,-12.7666,3.5874,1.7415,"null","null","null",97.86,"2534",6.347,530086,643338,596142,592122,650402,609280,591720,519317,543305,592450,54.1525,"null","null","0.00","1","0","0","null",62,4,"4-Seam Fastball",3,6,3,6,6,3,3,6,"Standard","Standard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1467,5
